[01:30:50] [User Authenticator #19/INFO]: UUID of player BeastyFTW is e01719f1-facb-437a-940e-308c05ec23a8
[01:30:50] [Server thread/INFO]: BeastyFTW[/192.168.2.248:51508] logged in with entity id 25696 at (171.41122758174888, 63.0, 285.1886822189893)
[01:30:50] [Server thread/INFO]: BeastyFTW joined the game
[01:32:06] [Server thread/INFO]: BeastyFTW lost connection: Disconnected
[01:32:06] [Server thread/INFO]: BeastyFTW left the game
[12:18:54] [User Authenticator #20/INFO]: UUID of player GhostRaider121 is f7a5ee69-7427-442d-92b5-35ee5c50ba41
[12:18:54] [Server thread/INFO]: GhostRaider121[/192.168.2.248:51698] logged in with entity id 25945 at (56.750228234123846, 80.0, 369.6619222859233)
[12:18:54] [Server thread/INFO]: GhostRaider121 joined the game
[12:22:15] [Server thread/INFO]: GhostRaider121 lost connection: Disconnected
[12:22:15] [Server thread/INFO]: GhostRaider121 left the game
[15:52:39] [User Authenticator #21/INFO]: UUID of player josephbres is e1198139-6399-4017-852e-10cba29893cf
[15:52:40] [Server thread/INFO]: josephbres[/192.168.2.248:51766] logged in with entity id 26399 at (70.3757509073472, 64.0, 336.5746934838433)
[15:52:40] [Server thread/INFO]: josephbres joined the game
[15:52:48] [User Authenticator #22/INFO]: UUID of player GhostRaider121 is f7a5ee69-7427-442d-92b5-35ee5c50ba41
[15:52:49] [Server thread/INFO]: GhostRaider121[/192.168.2.248:51768] logged in with entity id 26443 at (60.68609875472401, 68.0, 365.49493491404627)
[15:52:49] [Server thread/INFO]: GhostRaider121 joined the game
[16:14:57] [Server thread/INFO]: josephbres was slain by Wither Skeleton
[16:15:04] [Server thread/INFO]: [josephbres: Teleported josephbres to GhostRaider121]
[16:16:17] [Server thread/INFO]: josephbres was slain by Wither Skeleton
[16:16:22] [Server thread/INFO]: [josephbres: Teleported josephbres to GhostRaider121]
[16:16:36] [Server thread/INFO]: [josephbres: Set own game mode to Spectator Mode]
[16:16:49] [Server thread/INFO]: [josephbres: Set own game mode to Survival Mode]
[16:17:01] [Server thread/INFO]: josephbres lost connection: Disconnected
[16:17:01] [Server thread/INFO]: josephbres left the game
[16:17:03] [Server thread/INFO]: GhostRaider121 lost connection: Disconnected
[16:17:03] [Server thread/INFO]: GhostRaider121 left the game
[18:24:11] [User Authenticator #23/INFO]: UUID of player josephbres is e1198139-6399-4017-852e-10cba29893cf
[18:24:11] [Server thread/INFO]: josephbres[/192.168.2.248:51814] logged in with entity id 30459 at (-59.33738942491557, 63.59563273362986, 136.2135958462993)
[18:24:11] [Server thread/INFO]: josephbres joined the game
[18:25:28] [Server thread/INFO]: josephbres was slain by Wither Skeleton
[18:25:34] [Server thread/INFO]: [josephbres: Set own game mode to Creative Mode]
[18:25:52] [User Authenticator #24/INFO]: UUID of player GhostRaider121 is f7a5ee69-7427-442d-92b5-35ee5c50ba41
[18:25:52] [Server thread/INFO]: GhostRaider121[/192.168.2.248:51818] logged in with entity id 30856 at (55.86250001192093, 81.0, 366.5157042281255)
[18:25:53] [Server thread/INFO]: GhostRaider121 joined the game
[18:26:07] [Server thread/INFO]: [josephbres: Set own game mode to Survival Mode]
[18:26:54] [User Authenticator #25/INFO]: UUID of player TZAR_ELMO is 034fb705-35e0-494f-9743-782c3272671d
[18:26:55] [Server thread/INFO]: TZAR_ELMO[/192.168.2.248:51820] logged in with entity id 31177 at (53.699999988079064, 67.0, 357.4569487016671)
[18:26:55] [Server thread/INFO]: TZAR_ELMO joined the game
[18:28:12] [Server thread/INFO]: [josephbres: Teleported josephbres to TZAR_ELMO]
[18:29:58] [Server thread/INFO]: [josephbres: Gave 64 [Steak] to josephbres]
[18:34:18] [Server thread/INFO]: [josephbres: Set 20 experience levels on josephbres]
[18:38:26] [Server thread/INFO]: [josephbres: Gave 1 [Glowstone] to josephbres]
[18:40:10] [Server thread/INFO]: [josephbres: Teleported josephbres to TZAR_ELMO]
[18:41:02] [Server thread/INFO]: [josephbres: Teleported josephbres to TZAR_ELMO]
[18:42:03] [Server thread/INFO]: [josephbres: Teleported josephbres to TZAR_ELMO]
[18:42:20] [Server thread/INFO]: TZAR_ELMO blew up
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Iron Sword'/36488, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Furnace'/36502, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Crafting Table'/36503, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Crafting Table'/36503, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Ingot'/36504, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gold Ingot'/36504, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gunpowder'/36505, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Gunpowder'/36505, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['White Wool'/36506, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['White Wool'/36506, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Raw Chicken'/36507, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Raw Chicken'/36507, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Lead'/36508, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Lead'/36508, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Smoker'/36509, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Smoker'/36509, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Spruce Log'/36510, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Spruce Log'/36510, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Spider Eye'/36511, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Spider Eye'/36511, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Stick'/36512, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Stick'/36512, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Iron Ore'/36513, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Iron Ore'/36513, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Coal'/36514, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Coal'/36514, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Enchanted Book'/36515, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Enchanted Book'/36515, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Golden Apple'/36516, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Golden Apple'/36516, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Diamond'/36517, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Diamond'/36517, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Lapis Lazuli'/36518, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Lapis Lazuli'/36518, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Slimeball'/36519, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Slimeball'/36519, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Redstone Dust'/36520, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Redstone Dust'/36520, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['White Bed'/36521, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['White Bed'/36521, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Fire Charge'/36522, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Fire Charge'/36522, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Name Tag'/36523, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Name Tag'/36523, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Iron Helmet'/36524, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Iron Helmet'/36524, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Shield'/36525, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Shield'/36525, l='ServerLevel[world]', x=1291.73, y=50.97, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1303['Experience Orb'/36526, l='ServerLevel[world]', x=1291.73, y=50.00, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1303['Experience Orb'/36526, l='ServerLevel[world]', x=1291.73, y=50.00, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1303['Experience Orb'/36527, l='ServerLevel[world]', x=1291.73, y=50.00, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1303['Experience Orb'/36527, l='ServerLevel[world]', x=1291.73, y=50.00, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1303['Experience Orb'/36528, l='ServerLevel[world]', x=1291.73, y=50.00, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1303['Experience Orb'/36528, l='ServerLevel[world]', x=1291.73, y=50.00, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1303['Experience Orb'/36529, l='ServerLevel[world]', x=1291.73, y=50.00, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1303['Experience Orb'/36529, l='ServerLevel[world]', x=1291.73, y=50.00, z=875.96]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Coal'/36530, l='ServerLevel[world]', x=1292.51, y=53.61, z=871.38]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Coal'/36530, l='ServerLevel[world]', x=1292.51, y=53.61, z=871.38]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cut Sandstone'/36531, l='ServerLevel[world]', x=1288.31, y=55.50, z=872.45]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cut Sandstone'/36531, l='ServerLevel[world]', x=1288.31, y=55.50, z=872.45]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/36532, l='ServerLevel[world]', x=1290.30, y=49.34, z=871.53]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/36532, l='ServerLevel[world]', x=1290.30, y=49.34, z=871.53]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Diorite'/36533, l='ServerLevel[world]', x=1293.49, y=52.73, z=875.29]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Diorite'/36533, l='ServerLevel[world]', x=1293.49, y=52.73, z=875.29]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Chiseled Sandstone'/36534, l='ServerLevel[world]', x=1290.64, y=54.32, z=871.31]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Chiseled Sandstone'/36534, l='ServerLevel[world]', x=1290.64, y=54.32, z=871.31]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/36535, l='ServerLevel[world]', x=1287.40, y=53.71, z=872.50]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/36535, l='ServerLevel[world]', x=1287.40, y=53.71, z=872.50]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/36536, l='ServerLevel[world]', x=1288.57, y=52.45, z=871.70]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/36536, l='ServerLevel[world]', x=1288.57, y=52.45, z=871.70]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/36538, l='ServerLevel[world]', x=1291.34, y=49.37, z=876.64]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/36538, l='ServerLevel[world]', x=1291.34, y=49.37, z=876.64]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/36539, l='ServerLevel[world]', x=1288.59, y=49.75, z=873.46]
[18:42:21] [Server thread/WARN]: Fetching packet for removed entity class_1542['Cobblestone'/36539, l='ServerLevel[world]', x=1288.59, y=49.75, z=873.46]
[18:42:35] [Server thread/INFO]: [josephbres: Teleported josephbres to TZAR_ELMO]
[18:42:48] [Server thread/INFO]: TZAR_ELMO lost connection: Disconnected
[18:42:48] [Server thread/INFO]: TZAR_ELMO left the game
[18:43:34] [Server thread/INFO]: GhostRaider121 was blown up by Creeper
[18:43:53] [Server thread/INFO]: josephbres lost connection: Disconnected
[18:43:53] [Server thread/INFO]: josephbres left the game
[18:44:55] [Server thread/INFO]: GhostRaider121 was blown up by Creeper
[18:45:57] [Server thread/INFO]: GhostRaider121 lost connection: Disconnected
[18:45:57] [Server thread/INFO]: GhostRaider121 left the game
[19:09:02] [User Authenticator #26/INFO]: UUID of player josephbres is e1198139-6399-4017-852e-10cba29893cf
[19:09:02] [Server thread/INFO]: josephbres[/192.168.2.248:51890] logged in with entity id 37472 at (-145.54855270423965, 70.53584062504456, 230.4465655216963)
[19:09:02] [Server thread/INFO]: josephbres joined the game
[19:09:27] [Server thread/INFO]: josephbres lost connection: Disconnected
[19:09:27] [Server thread/INFO]: josephbres left the game
[21:00:35] [User Authenticator #27/INFO]: UUID of player josephbres is e1198139-6399-4017-852e-10cba29893cf
[21:00:35] [Server thread/INFO]: josephbres[/192.168.2.248:51922] logged in with entity id 37648 at (-56.30000001192092, 68.0, 236.70395949756005)
[21:00:35] [Server thread/INFO]: josephbres joined the game
[21:02:42] [Server thread/INFO]: [josephbres: Set own game mode to Spectator Mode]
[21:03:46] [Server thread/INFO]: [josephbres: Set own game mode to Survival Mode]
[21:06:06] [Server thread/INFO]: [josephbres: Set the time to 1000]
[21:09:40] [User Authenticator #28/INFO]: UUID of player GhostRaider121 is f7a5ee69-7427-442d-92b5-35ee5c50ba41
[21:09:40] [Server thread/INFO]: GhostRaider121[/192.168.2.248:51924] logged in with entity id 39422 at (65.54695396816925, 68.0, 367.71111229198743)
[21:09:40] [Server thread/INFO]: GhostRaider121 joined the game
[21:13:30] [Server thread/INFO]: [josephbres: Teleported josephbres to GhostRaider121]
[21:19:58] [Server thread/INFO]: GhostRaider121 lost connection: Disconnected
[21:19:58] [Server thread/INFO]: GhostRaider121 left the game
[21:26:55] [Server thread/INFO]: josephbres lost connection: Disconnected
[21:26:55] [Server thread/INFO]: josephbres left the game
[21:32:39] [User Authenticator #29/INFO]: UUID of player josephbres is e1198139-6399-4017-852e-10cba29893cf
[21:32:39] [Server thread/INFO]: josephbres[/192.168.2.248:51935] logged in with entity id 42937 at (-321.9926045555595, 14.0, 567.144742157389)
[21:32:39] [Server thread/INFO]: josephbres joined the game
[21:33:17] [User Authenticator #30/INFO]: UUID of player GhostRaider121 is f7a5ee69-7427-442d-92b5-35ee5c50ba41
[21:33:17] [Server thread/INFO]: GhostRaider121[/192.168.2.248:51936] logged in with entity id 43122 at (59.845702228315616, 80.0, 366.82550850139563)
[21:33:17] [Server thread/INFO]: GhostRaider121 joined the game
[21:33:21] [Server thread/INFO]: [josephbres: Teleported josephbres to GhostRaider121]
[21:33:32] [Server thread/INFO]: [josephbres: Gave 1 [item.origins.orb_of_origin] to josephbres]
[21:33:38] [Server thread/INFO]: Player josephbres chose Origin: soup:kappa, for layer: origins:origin
[21:34:32] [Server thread/INFO]: [josephbres: Gave 1 [item.origins.orb_of_origin] to josephbres]
[21:34:37] [Server thread/INFO]: Player josephbres chose Origin: soup:debear, for layer: origins:origin
[21:36:28] [Server thread/INFO]: [josephbres: Set the time to 1000]
[21:43:02] [Server thread/INFO]: [josephbres: Teleported josephbres to GhostRaider121]
[21:43:34] [Server thread/WARN]: josephbres moved wrongly!
[21:44:34] [Server thread/INFO]: josephbres lost connection: Disconnected
[21:44:34] [Server thread/INFO]: josephbres left the game
[21:45:23] [Server thread/INFO]: GhostRaider121 lost connection: Disconnected
[21:45:23] [Server thread/INFO]: GhostRaider121 left the game
